repeat,fold,model,n_all,events_all,cindex_all,n_ct,events_ct,cindex_ct,n_mr,events_mr,cindex_mr
2,3,multiwindow_attention,43,13,0.6489675516224189,34,10,0.6852791878172588,9,3,0.5294117647058824
2,3,multiwindow_ensemble_train_percentile50,43,13,0.6607669616519174,34,10,0.7055837563451777,9,3,0.5882352941176471
2,3,multiwindow_ensemble_raw50,43,13,0.6460176991150443,34,10,0.6852791878172588,9,3,0.5294117647058824
2,3,multiwindow_ensemble_train_z50,43,13,0.6430678466076696,34,10,0.6852791878172588,9,3,0.5294117647058824
2,4,single_mamba,42,12,0.584070796460177,36,9,0.5827814569536424,6,3,0.6666666666666666
2,4,single_attention,42,12,0.5619469026548672,36,9,0.5695364238410596,6,3,0.16666666666666666
2,4,single_ensemble_train_percentile50,42,12,0.5575221238938053,36,9,0.5695364238410596,6,3,0.5
2,4,single_ensemble_raw50,42,12,0.588495575221239,36,9,0.5960264900662252,6,3,0.6666666666666666
2,4,single_ensemble_train_z50,42,12,0.5619469026548672,36,9,0.5695364238410596,6,3,0.5
2,4,multiwindow_mamba,42,12,0.5929203539823009,36,9,0.6026490066225165,6,3,0.16666666666666666
2,4,multiwindow_attention,42,12,0.588495575221239,36,9,0.5894039735099338,6,3,0.3333333333333333
2,4,multiwindow_ensemble_train_percentile50,42,12,0.588495575221239,36,9,0.5960264900662252,6,3,0.16666666666666666
2,4,multiwindow_ensemble_raw50,42,12,0.5796460176991151,36,9,0.5894039735099338,6,3,0.16666666666666666
2,4,multiwindow_ensemble_train_z50,42,12,0.588495575221239,36,9,0.6026490066225165,6,3,0.16666666666666666
